Ranking,ID_Cliente,Probabilidade_Churn,Faixa_Risco,Principais_Fatores_de_Risco,Meses_de_Contrato,Tipo_Contrato,Servico_Internet,Mensalidade,Total_Pago,Forma_Pagamento,Fatura_Sem_Papel,Genero,Idoso,Tem_Parceiro,Tem_Dependentes
3217,6509-TSGWN,6.2,Baixo,Contrato mensal,37,Month-to-month,No,26.45,911.6,Mailed check,No,Female,0,Yes,Yes
3218,8404-VLQFB,6.2,Baixo,"Contrato mensal, Pagamento por cheque eletrônico",15,Month-to-month,No,25.25,394.85,Electronic check,Yes,Female,0,Yes,Yes
3219,3259-QMXUN,6.2,Baixo,"Pagamento por cheque eletrônico, Mensalidade alta",58,Two year,DSL,86.1,4890.5,Electronic check,Yes,Male,0,Yes,No
3220,6296-DDOOR,6.2,Baixo,Pagamento por cheque eletrônico,19,One year,DSL,58.2,1045.25,Electronic check,No,Female,0,No,No
3221,5278-PNYOX,6.2,Baixo,"Internet fibra óptica, Mensalidade alta",49,Two year,Fiber optic,100.65,4917.75,Credit card (automatic),No,Female,0,No,No
3222,2351-RRBUE,6.2,Baixo,Cliente novo (≤12 meses),7,One year,No,20.65,134.05,Mailed check,No,Female,0,Yes,Yes
3223,1325-USMEC,6.2,Baixo,"Internet fibra óptica, Mensalidade alta",70,Two year,Fiber optic,99.35,6944.5,Credit card (automatic),Yes,Male,0,Yes,No
3224,2546-KZAAT,6.2,Baixo,Mensalidade alta,52,One year,DSL,75.4,3865.45,Mailed check,Yes,Male,0,Yes,No
3225,7168-HDQHG,6.1,Baixo,Contrato mensal,36,Month-to-month,No,19.2,702.9,Bank transfer (automatic),No,Female,0,Yes,Yes
3226,1877-HKBQX,6.1,Baixo,Cliente novo (≤12 meses),11,One year,DSL,54.6,617.85,Mailed check,Yes,Female,0,No,No
3227,3407-QGWLG,6.1,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",3,Month-to-month,No,20.05,75.45,Mailed check,Yes,Male,0,No,Yes
3228,9102-OXKFY,6.1,Baixo,—,59,Two year,DSL,54.15,3116.15,Credit card (automatic),No,Male,0,No,No
3229,4328-VUFWD,6.1,Baixo,Pagamento por cheque eletrônico,39,One year,DSL,59.3,2209.15,Electronic check,No,Female,0,No,No
3230,7619-PLRLP,6.1,Baixo,Mensalidade alta,53,One year,DSL,74.1,3833.95,Bank transfer (automatic),No,Female,0,Yes,No
3231,1498-DQNRX,6.1,Baixo,Contrato mensal,29,Month-to-month,No,19.85,573.05,Mailed check,No,Female,0,Yes,No
3232,1866-ZSLJM,6.1,Baixo,Contrato mensal,21,Month-to-month,No,20.5,402.85,Credit card (automatic),No,Male,0,No,No
3233,7407-SUJIZ,6.1,Baixo,Contrato mensal,25,Month-to-month,No,20.6,541.5,Mailed check,No,Male,0,No,No
3234,2364-UFROM,6.1,Baixo,"Pagamento por cheque eletrônico, Mensalidade alta",30,One year,DSL,70.4,2044.75,Electronic check,No,Male,0,No,No
3235,0967-BMLBD,6.1,Baixo,Cliente novo (≤12 meses),11,One year,No,20.0,196.35,Mailed check,Yes,Female,0,Yes,Yes
3236,6047-SUHPR,6.1,Baixo,Pagamento por cheque eletrônico,39,One year,DSL,59.8,2343.85,Electronic check,No,Male,0,Yes,Yes
3237,7217-JYHOQ,6.1,Baixo,"Contrato mensal, Mensalidade alta",24,Month-to-month,DSL,70.3,1706.45,Credit card (automatic),Yes,Male,0,Yes,Yes
3238,4623-ZKHLY,6.1,Baixo,Contrato mensal,22,Month-to-month,No,20.45,471.55,Bank transfer (automatic),Yes,Male,0,Yes,No
3239,0530-IJVDB,6.1,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",70,Two year,Fiber optic,114.6,7882.5,Electronic check,Yes,Male,0,No,Yes
3240,7030-FZTFM,6.1,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,110.9,7922.75,Credit card (automatic),No,Male,0,Yes,Yes
3241,4537-CIBHB,6.1,Baixo,Cliente novo (≤12 meses),9,One year,No,20.25,172.35,Mailed check,No,Female,0,Yes,Yes
3242,5204-HMGYF,6.1,Baixo,Mensalidade alta,49,One year,DSL,87.2,4345.0,Mailed check,Yes,Female,0,Yes,Yes
3243,7047-YXDMZ,6.1,Baixo,Contrato mensal,21,Month-to-month,No,20.0,417.7,Mailed check,No,Male,0,No,No
3244,1915-OAKWD,6.1,Baixo,—,16,One year,No,19.3,360.35,Bank transfer (automatic),Yes,Female,0,No,Yes
3245,8738-JOKAR,6.0,Baixo,—,42,One year,DSL,67.7,2882.25,Mailed check,Yes,Female,0,No,No
3246,1131-ALZWV,6.0,Baixo,—,24,One year,No,24.6,605.25,Bank transfer (automatic),No,Female,0,No,No
3247,3621-CHYVB,6.0,Baixo,Contrato mensal,57,Month-to-month,DSL,49.9,2782.4,Bank transfer (automatic),Yes,Female,0,Yes,No
3248,8869-LIHMK,6.0,Baixo,"Internet fibra óptica, Mensalidade alta",64,Two year,Fiber optic,115.1,7334.05,Bank transfer (automatic),Yes,Female,0,No,No
3249,9294-TDIPC,6.0,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",5,Month-to-month,No,20.2,83.75,Mailed check,No,Male,0,No,Yes
3250,8587-XYZSF,6.0,Baixo,—,67,Two year,DSL,50.55,3260.1,Bank transfer (automatic),No,Male,0,No,No
3251,2330-PQGDQ,6.0,Baixo,"Internet fibra óptica, Mensalidade alta",51,One year,Fiber optic,84.2,4299.75,Bank transfer (automatic),No,Male,0,Yes,Yes
3252,2710-WYVXG,6.0,Baixo,"Cliente novo (≤12 meses), Mensalidade alta",3,Two year,DSL,71.1,213.35,Mailed check,No,Female,0,No,No
3253,2775-SEFEE,6.0,Baixo,Cliente novo (≤12 meses),0,Two year,DSL,61.9,0.0,Bank transfer (automatic),Yes,Male,0,No,Yes
3254,7055-JCGNI,6.0,Baixo,"Internet fibra óptica, Mensalidade alta",70,Two year,Fiber optic,111.95,7795.95,Credit card (automatic),Yes,Female,0,No,No
3255,3633-CDBUW,6.0,Baixo,"Pagamento por cheque eletrônico, Mensalidade alta",17,One year,DSL,80.85,1445.95,Electronic check,No,Male,0,No,Yes
3256,3898-BSJYF,6.0,Baixo,"Cliente novo (≤12 meses), Mensalidade alta",10,One year,DSL,73.55,693.3,Credit card (automatic),No,Female,0,No,Yes
3257,8668-KNZTI,6.0,Baixo,Pagamento por cheque eletrônico,52,One year,DSL,53.75,2790.65,Electronic check,No,Male,0,No,No
3258,2323-ARSVR,6.0,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",67,Two year,Fiber optic,111.05,7321.05,Electronic check,Yes,Male,0,Yes,No
3259,4825-XJGDM,6.0,Baixo,—,61,One year,DSL,43.7,2696.55,Credit card (automatic),No,Female,0,No,No
3260,5815-HGGHV,6.0,Baixo,—,20,One year,DSL,64.15,1274.45,Mailed check,Yes,Male,0,Yes,No
3261,9070-BCKQP,6.0,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,110.15,7881.2,Credit card (automatic),Yes,Female,0,Yes,No
3262,7452-FOLON,6.0,Baixo,—,39,One year,No,25.45,958.45,Bank transfer (automatic),No,Male,0,No,Yes
3263,3244-CQPHU,6.0,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,110.1,7746.7,Bank transfer (automatic),Yes,Female,1,No,No
3264,9677-AVKED,6.0,Baixo,"Pagamento por cheque eletrônico, Mensalidade alta",53,One year,DSL,84.6,4449.75,Electronic check,Yes,Female,0,No,Yes
3265,6478-HRRCZ,6.0,Baixo,Mensalidade alta,32,One year,DSL,70.5,2201.75,Mailed check,No,Male,0,Yes,No
3266,1488-SYSFC,6.0,Baixo,"Contrato mensal, Pagamento por cheque eletrônico",31,Month-to-month,No,20.65,702.05,Electronic check,Yes,Male,0,Yes,Yes
3267,0716-BQNDX,6.0,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",57,Two year,Fiber optic,93.75,5625.55,Electronic check,No,Male,1,No,No
3268,1696-HXOWK,6.0,Baixo,"Internet fibra óptica, Mensalidade alta",71,One year,Fiber optic,95.65,6856.95,Mailed check,No,Female,0,Yes,No
3269,6685-GBWJZ,6.0,Baixo,Mensalidade alta,63,One year,DSL,70.8,4448.8,Credit card (automatic),No,Male,0,Yes,No
3270,0862-PRCBS,5.9,Baixo,"Internet fibra óptica, Mensalidade alta",68,Two year,Fiber optic,103.75,7039.45,Credit card (automatic),Yes,Female,0,Yes,Yes
3271,6827-IEAUQ,5.9,Baixo,—,27,One year,DSL,66.15,1874.45,Mailed check,No,Female,0,Yes,Yes
3272,4573-JKNAE,5.9,Baixo,Cliente novo (≤12 meses),12,Two year,No,19.35,212.3,Bank transfer (automatic),No,Male,0,No,Yes
3273,8204-TIFGJ,5.9,Baixo,Contrato mensal,23,Month-to-month,No,20.3,470.6,Bank transfer (automatic),Yes,Female,0,No,No
3274,6718-BDGHG,5.9,Baixo,—,43,One year,DSL,64.85,2908.2,Bank transfer (automatic),Yes,Female,0,Yes,No
3275,8383-SGHJU,5.9,Baixo,Pagamento por cheque eletrônico,33,One year,DSL,59.4,1952.8,Electronic check,No,Female,0,No,No
3276,4667-QONEA,5.9,Baixo,Mensalidade alta,60,One year,DSL,74.85,4456.35,Credit card (automatic),Yes,Female,1,Yes,Yes
3277,7569-NMZYQ,5.9,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,118.75,8672.45,Bank transfer (automatic),Yes,Female,0,Yes,Yes
3278,4730-AWNAU,5.9,Baixo,—,36,One year,DSL,60.7,2234.55,Credit card (automatic),No,Male,0,Yes,Yes
3279,0739-UUAJR,5.9,Baixo,—,72,Two year,DSL,53.8,3952.45,Credit card (automatic),Yes,Female,0,Yes,Yes
3280,6295-OSINB,5.9,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",72,Two year,Fiber optic,109.65,7880.25,Electronic check,Yes,Male,0,Yes,No
3281,7570-WELNY,5.9,Baixo,"Internet fibra óptica, Mensalidade alta",68,Two year,Fiber optic,84.7,5711.05,Bank transfer (automatic),Yes,Female,0,Yes,No
3282,6092-QZVPP,5.9,Baixo,"Contrato mensal, Mensalidade alta",36,Month-to-month,DSL,79.2,2854.95,Credit card (automatic),Yes,Male,0,No,No
3283,1834-ABKHQ,5.9,Baixo,—,52,One year,DSL,50.95,2610.65,Bank transfer (automatic),Yes,Female,0,Yes,Yes
3284,9018-PCIOK,5.9,Baixo,—,55,Two year,DSL,64.75,3617.1,Mailed check,Yes,Female,0,No,No
3285,6023-GSSXW,5.8,Baixo,—,69,Two year,DSL,61.45,4131.2,Credit card (automatic),Yes,Female,0,Yes,No
3286,7872-BAAZR,5.8,Baixo,—,53,One year,No,19.55,1007.9,Bank transfer (automatic),No,Female,0,Yes,Yes
3287,5998-DZLYR,5.8,Baixo,"Internet fibra óptica, Mensalidade alta",61,Two year,Fiber optic,94.35,5703.0,Bank transfer (automatic),Yes,Female,0,Yes,No
3288,5829-NVSQN,5.8,Baixo,—,23,One year,DSL,68.75,1689.45,Bank transfer (automatic),Yes,Female,0,Yes,No
3289,6784-XYJAE,5.8,Baixo,Pagamento por cheque eletrônico,36,One year,DSL,55.8,1941.5,Electronic check,No,Female,0,No,No
3290,9207-ZPANB,5.8,Baixo,Pagamento por cheque eletrônico,37,One year,DSL,67.45,2443.3,Electronic check,No,Male,0,No,No
3291,5855-EIBDE,5.8,Baixo,"Internet fibra óptica, Mensalidade alta",49,Two year,Fiber optic,106.65,5174.35,Credit card (automatic),No,Female,0,Yes,No
3292,5055-BRMNE,5.8,Baixo,"Internet fibra óptica, Mensalidade alta",67,Two year,Fiber optic,106.7,7009.5,Credit card (automatic),No,Female,0,Yes,Yes
3293,8232-CTLKO,5.8,Baixo,Pagamento por cheque eletrônico,66,Two year,DSL,59.75,3996.8,Electronic check,Yes,Female,0,Yes,Yes
3294,2999-AANRQ,5.8,Baixo,Mensalidade alta,21,Two year,DSL,71.05,1524.85,Credit card (automatic),No,Female,0,No,No
3295,3026-ATZYV,5.8,Baixo,Mensalidade alta,37,One year,DSL,75.1,2658.8,Bank transfer (automatic),No,Female,0,Yes,Yes
3296,6322-HRPFA,5.8,Baixo,Contrato mensal,49,Month-to-month,DSL,59.6,2970.3,Credit card (automatic),No,Male,0,Yes,Yes
3297,9500-IWPXQ,5.8,Baixo,"Pagamento por cheque eletrônico, Mensalidade alta",61,One year,DSL,79.4,4820.55,Electronic check,Yes,Female,0,Yes,Yes
3298,6693-DJWTY,5.8,Baixo,—,35,One year,DSL,55.6,2016.45,Credit card (automatic),No,Female,0,No,Yes
3299,8780-RSYYU,5.7,Baixo,Contrato mensal,25,Month-to-month,No,19.2,532.1,Credit card (automatic),Yes,Female,0,No,No
3300,2495-TTHBQ,5.7,Baixo,Cliente novo (≤12 meses),4,One year,No,20.4,84.75,Mailed check,Yes,Female,0,No,Yes
3301,8871-JLMHM,5.7,Baixo,"Internet fibra óptica, Mensalidade alta",68,Two year,Fiber optic,90.2,6297.65,Credit card (automatic),No,Female,0,Yes,No
3302,7242-EDTYC,5.7,Baixo,—,44,Two year,No,19.55,819.95,Bank transfer (automatic),No,Male,0,No,Yes
3303,9200-NLNPD,5.7,Baixo,—,56,One year,DSL,54.05,2959.8,Bank transfer (automatic),Yes,Male,0,Yes,No
3304,0661-KQHNK,5.7,Baixo,Cliente novo (≤12 meses),6,One year,No,19.0,105.5,Credit card (automatic),No,Female,0,Yes,Yes
3305,8387-UGUSU,5.7,Baixo,Contrato mensal,15,Month-to-month,No,20.05,284.3,Mailed check,No,Female,0,Yes,Yes
3306,4732-RRJZC,5.7,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",7,Month-to-month,No,20.25,144.35,Mailed check,No,Male,0,Yes,Yes
3307,2789-CZANW,5.7,Baixo,"Internet fibra óptica, Mensalidade alta",64,Two year,Fiber optic,110.3,6997.3,Bank transfer (automatic),No,Female,0,Yes,Yes
3308,7508-KBIMB,5.7,Baixo,—,24,One year,DSL,56.25,1454.25,Credit card (automatic),Yes,Male,0,Yes,Yes
3309,7269-JISCY,5.7,Baixo,—,55,One year,DSL,45.05,2462.6,Bank transfer (automatic),No,Female,0,No,No
3310,7010-ZMVBF,5.7,Baixo,Contrato mensal,18,Month-to-month,No,20.45,357.0,Mailed check,No,Female,0,Yes,Yes
3311,1576-PFZIW,5.7,Baixo,"Internet fibra óptica, Mensalidade alta",70,Two year,Fiber optic,105.35,7511.9,Credit card (automatic),No,Male,1,Yes,No
3312,9467-ROOLM,5.7,Baixo,Contrato mensal,25,Month-to-month,No,19.05,461.3,Mailed check,No,Female,0,No,No
3313,7945-HLKEA,5.7,Baixo,Pagamento por cheque eletrônico,60,One year,DSL,64.75,4039.5,Electronic check,No,Female,0,No,No
3314,3566-CAAYU,5.6,Baixo,Pagamento por cheque eletrônico,64,Two year,DSL,49.85,3210.35,Electronic check,No,Female,0,Yes,Yes
3315,0810-BDHAW,5.6,Baixo,"Pagamento por cheque eletrônico, Mensalidade alta",24,One year,DSL,78.4,1832.4,Electronic check,No,Female,0,Yes,Yes
3316,5110-CHOPY,5.6,Baixo,Pagamento por cheque eletrônico,60,Two year,DSL,53.6,3237.05,Electronic check,No,Female,0,No,No
3317,7973-DZRKH,5.6,Baixo,"Internet fibra óptica, Mensalidade alta",66,Two year,Fiber optic,90.95,5930.05,Credit card (automatic),Yes,Female,0,No,Yes
3318,1414-YADCW,5.6,Baixo,"Internet fibra óptica, Mensalidade alta",70,Two year,Fiber optic,84.6,5706.2,Bank transfer (automatic),No,Male,0,Yes,No
3319,9668-PUGNU,5.6,Baixo,Pagamento por cheque eletrônico,71,Two year,No,24.5,1816.2,Electronic check,Yes,Male,0,Yes,No
3320,2137-DQMEV,5.6,Baixo,—,68,One year,DSL,44.8,2983.65,Mailed check,No,Male,0,Yes,Yes
3321,6147-CBCRA,5.6,Baixo,Contrato mensal,33,Month-to-month,No,20.05,669.45,Mailed check,No,Female,0,Yes,No
3322,2391-IPLOP,5.6,Baixo,Pagamento por cheque eletrônico,50,One year,DSL,69.65,3442.15,Electronic check,Yes,Male,0,Yes,Yes
3323,5161-UBZXI,5.6,Baixo,"Internet fibra óptica, Mensalidade alta",69,Two year,Fiber optic,106.35,7261.75,Credit card (automatic),Yes,Male,0,Yes,Yes
3324,2878-RMWXY,5.6,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,102.65,7550.3,Credit card (automatic),Yes,Male,1,Yes,No
3325,4854-SSLTN,5.6,Baixo,Cliente novo (≤12 meses),2,Two year,DSL,59.5,130.5,Mailed check,No,Male,0,Yes,Yes
3326,1813-JLKWR,5.6,Baixo,—,64,One year,No,19.8,1336.65,Bank transfer (automatic),No,Female,0,Yes,Yes
3327,5546-BYZSM,5.6,Baixo,"Contrato mensal, Pagamento por cheque eletrônico",41,Month-to-month,No,20.45,775.6,Electronic check,No,Female,0,No,No
3328,2368-GAKKQ,5.5,Baixo,"Internet fibra óptica, Mensalidade alta",70,Two year,Fiber optic,113.65,7939.25,Bank transfer (automatic),Yes,Female,0,No,No
3329,8208-EUMTE,5.5,Baixo,—,16,Two year,DSL,54.85,916.15,Mailed check,No,Male,0,No,No
3330,9746-UGFAC,5.5,Baixo,—,22,One year,No,20.85,450.65,Bank transfer (automatic),No,Female,0,No,No
3331,8809-XKHMD,5.5,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,100.55,7325.1,Bank transfer (automatic),Yes,Male,0,Yes,No
3332,2740-JFBOK,5.5,Baixo,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",10,Month-to-month,No,24.0,226.55,Electronic check,Yes,Male,0,No,No
3333,6177-PEVRA,5.5,Baixo,—,48,Two year,DSL,55.5,2627.35,Credit card (automatic),No,Female,0,No,No
3334,6332-FBZRI,5.5,Baixo,—,67,One year,DSL,69.35,4653.25,Credit card (automatic),Yes,Male,0,Yes,Yes
3335,4615-PIVVU,5.5,Baixo,—,42,Two year,DSL,66.5,2762.75,Credit card (automatic),No,Female,0,No,No
3336,4199-QHJNM,5.5,Baixo,"Internet fibra óptica, Mensalidade alta",67,Two year,Fiber optic,102.9,6989.7,Bank transfer (automatic),No,Male,1,Yes,No
3337,5384-ZTTWP,5.5,Baixo,Contrato mensal,15,Month-to-month,No,19.8,272.95,Mailed check,No,Female,0,Yes,Yes
3338,2483-XSSMZ,5.5,Baixo,Pagamento por cheque eletrônico,39,One year,DSL,47.85,1886.4,Electronic check,Yes,Female,0,No,No
3339,9209-NWPGU,5.5,Baixo,Pagamento por cheque eletrônico,44,One year,DSL,65.4,2774.55,Electronic check,No,Male,0,No,No
3340,2316-ESMLS,5.5,Baixo,Cliente novo (≤12 meses),12,One year,DSL,33.15,444.75,Credit card (automatic),No,Female,0,Yes,Yes
3341,3137-NYQQI,5.5,Baixo,—,17,One year,DSL,64.8,1175.6,Mailed check,No,Male,0,Yes,No
3342,1866-DIOQZ,5.5,Baixo,—,71,One year,DSL,66.8,4689.15,Bank transfer (automatic),No,Female,0,Yes,No
3343,9512-PHSMG,5.5,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",10,Month-to-month,No,20.55,252.75,Mailed check,Yes,Female,0,Yes,No
3344,6670-MFRPK,5.5,Baixo,"Internet fibra óptica, Mensalidade alta",69,Two year,Fiber optic,79.2,5420.65,Credit card (automatic),Yes,Male,0,Yes,Yes
3345,0743-HRVFF,5.5,Baixo,Pagamento por cheque eletrônico,51,One year,DSL,56.15,2898.95,Electronic check,Yes,Female,0,Yes,Yes
3346,7445-WMRBW,5.4,Baixo,Mensalidade alta,48,One year,DSL,73.85,3581.4,Bank transfer (automatic),Yes,Female,0,No,No
3347,9720-JJJOR,5.4,Baixo,—,41,One year,DSL,60.3,2511.3,Bank transfer (automatic),Yes,Male,0,Yes,Yes
3348,8898-KASCD,5.4,Baixo,—,39,One year,DSL,35.55,1309.15,Mailed check,No,Male,0,No,No
3349,0567-XRHCU,5.4,Baixo,—,69,Two year,DSL,43.95,2960.1,Credit card (automatic),Yes,Female,0,Yes,Yes
3350,8823-RLPWL,5.4,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,110.65,8065.65,Credit card (automatic),Yes,Female,0,Yes,No
3351,1982-FEBTD,5.4,Baixo,—,23,Two year,No,25.6,514.75,Credit card (automatic),Yes,Female,0,Yes,Yes
3352,4086-ATNFV,5.4,Baixo,—,34,One year,DSL,60.8,2042.05,Mailed check,Yes,Female,0,Yes,Yes
3353,8331-ZXFOE,5.4,Baixo,Mensalidade alta,58,One year,DSL,71.1,4299.2,Credit card (automatic),Yes,Female,0,No,No
3354,7156-MXBJE,5.4,Baixo,Mensalidade alta,43,One year,DSL,85.1,3662.25,Credit card (automatic),No,Female,0,No,No
3355,3190-FZATL,5.4,Baixo,Contrato mensal,14,Month-to-month,No,19.95,268.4,Mailed check,No,Male,0,No,Yes
3356,1023-BQXZE,5.4,Baixo,Mensalidade alta,57,Two year,DSL,74.35,4317.35,Bank transfer (automatic),Yes,Male,0,No,No
3357,1708-PBBOA,5.4,Baixo,Pagamento por cheque eletrônico,42,One year,DSL,54.75,2348.45,Electronic check,Yes,Female,0,No,No
3358,4020-KIUDI,5.4,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",6,Month-to-month,No,19.85,138.85,Credit card (automatic),No,Male,0,Yes,Yes
3359,6131-IUNXN,5.4,Baixo,Contrato mensal,19,Month-to-month,No,20.2,382.2,Mailed check,No,Female,0,Yes,Yes
3360,6663-JOCQO,5.4,Baixo,Mensalidade alta,31,One year,DSL,75.25,2344.5,Bank transfer (automatic),Yes,Male,0,Yes,Yes
3361,6434-TTGJP,5.4,Baixo,Cliente novo (≤12 meses),10,Two year,DSL,53.7,521.0,Credit card (automatic),No,Male,0,Yes,Yes
3362,5844-QVTAT,5.4,Baixo,—,33,One year,DSL,58.45,1955.4,Mailed check,Yes,Female,0,Yes,Yes
3363,7375-WMVMT,5.4,Baixo,"Internet fibra óptica, Mensalidade alta",71,Two year,Fiber optic,95.5,6707.15,Credit card (automatic),Yes,Male,1,Yes,No
3364,0771-CHWSK,5.4,Baixo,Mensalidade alta,66,Two year,DSL,74.6,4798.4,Credit card (automatic),Yes,Male,0,No,No
3365,1641-BYBTK,5.4,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",6,Month-to-month,No,20.2,98.35,Mailed check,Yes,Male,0,No,Yes
3366,7602-MVRMB,5.4,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,110.45,8058.85,Bank transfer (automatic),Yes,Female,0,Yes,Yes
3367,4654-ULTTN,5.3,Baixo,Mensalidade alta,70,Two year,DSL,74.8,5315.8,Credit card (automatic),Yes,Male,0,Yes,No
3368,2096-XOTMO,5.3,Baixo,Contrato mensal,16,Month-to-month,No,19.35,275.9,Mailed check,No,Female,0,Yes,Yes
3369,2282-YGNOR,5.3,Baixo,—,29,One year,DSL,58.0,1734.5,Credit card (automatic),No,Female,0,No,No
3370,5387-ASZNZ,5.3,Baixo,—,66,One year,DSL,63.85,4174.35,Credit card (automatic),Yes,Female,1,No,No
3371,4291-YZODP,5.3,Baixo,Cliente novo (≤12 meses),7,One year,No,20.05,96.8,Mailed check,No,Female,0,No,Yes
3372,2541-YGPKE,5.3,Baixo,—,42,One year,DSL,63.7,2763.35,Credit card (automatic),No,Male,0,Yes,Yes
3373,9495-REDIY,5.3,Baixo,—,25,One year,DSL,40.65,970.55,Credit card (automatic),Yes,Male,0,No,Yes
3374,0019-EFAEP,5.3,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,101.3,7261.25,Bank transfer (automatic),Yes,Female,0,No,No
3375,8984-HPEMB,5.3,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",71,Two year,Fiber optic,118.65,8477.6,Electronic check,Yes,Female,0,No,No
3376,7876-AEHIG,5.3,Baixo,—,51,One year,DSL,60.15,3077.0,Bank transfer (automatic),No,Female,0,No,Yes
3377,3724-UCSHY,5.3,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",6,Month-to-month,No,19.55,122.9,Mailed check,No,Male,0,Yes,Yes
3378,9553-DLCLU,5.3,Baixo,Mensalidade alta,13,Two year,DSL,88.95,1161.75,Credit card (automatic),No,Female,0,No,Yes
3379,2243-FNMMI,5.3,Baixo,Contrato mensal,20,Month-to-month,No,19.4,415.4,Mailed check,No,Male,0,No,No
3380,6252-DFGTK,5.3,Baixo,—,37,One year,DSL,68.1,2479.25,Credit card (automatic),No,Female,0,Yes,No
3381,0916-KNFAJ,5.3,Baixo,—,61,Two year,DSL,69.9,4226.7,Mailed check,Yes,Male,0,Yes,No
3382,7639-LIAYI,5.3,Baixo,Mensalidade alta,52,Two year,DSL,79.75,4217.8,Credit card (automatic),Yes,Male,0,No,No
3383,1226-JZNKR,5.3,Baixo,"Cliente novo (≤12 meses), Pagamento por cheque eletrônico",8,One year,No,19.8,160.05,Electronic check,No,Female,0,Yes,Yes
3384,2499-AJYUA,5.3,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,110.8,7882.25,Credit card (automatic),Yes,Female,1,Yes,No
3385,0743-HNPFG,5.3,Baixo,—,51,One year,DSL,69.75,3562.5,Credit card (automatic),Yes,Female,0,Yes,Yes
3386,9386-LDCZR,5.3,Baixo,"Internet fibra óptica, Mensalidade alta",43,One year,Fiber optic,90.65,3882.3,Credit card (automatic),Yes,Male,0,No,No
3387,5512-IDZEI,5.3,Baixo,Pagamento por cheque eletrônico,46,One year,No,24.9,1174.8,Electronic check,No,Male,0,Yes,Yes
3388,6893-ODYYE,5.3,Baixo,"Internet fibra óptica, Mensalidade alta",50,One year,Fiber optic,90.1,4549.45,Credit card (automatic),Yes,Male,0,No,No
3389,0847-HGRML,5.3,Baixo,—,62,Two year,No,20.0,1250.1,Bank transfer (automatic),No,Male,0,No,Yes
3390,6048-UWKAL,5.3,Baixo,"Internet fibra óptica, Mensalidade alta",69,Two year,Fiber optic,105.4,6998.95,Credit card (automatic),No,Female,1,Yes,No
3391,3387-PLKUI,5.3,Baixo,Contrato mensal,13,Month-to-month,No,18.8,251.25,Mailed check,No,Female,0,Yes,Yes
3392,8241-JUIQO,5.2,Baixo,—,61,One year,No,19.45,1336.35,Bank transfer (automatic),No,Female,0,No,No
3393,8085-MSNLK,5.2,Baixo,"Internet fibra óptica, Mensalidade alta",62,Two year,Fiber optic,113.95,6891.4,Mailed check,No,Female,0,Yes,No
3394,4163-KIUHY,5.2,Baixo,"Contrato mensal, Pagamento por cheque eletrônico",35,Month-to-month,No,25.6,901.25,Electronic check,Yes,Male,0,No,No
3395,9313-CDOGY,5.2,Baixo,"Contrato mensal, Pagamento por cheque eletrônico",38,Month-to-month,No,19.6,717.3,Electronic check,No,Male,0,Yes,Yes
3396,5324-KTGCG,5.2,Baixo,Pagamento por cheque eletrônico,71,One year,No,20.85,1539.75,Electronic check,No,Male,0,Yes,No
3397,6094-ZIVKX,5.2,Baixo,—,68,One year,DSL,54.45,3674.95,Credit card (automatic),Yes,Female,0,No,No
3398,6950-TWMYB,5.2,Baixo,"Internet fibra óptica, Mensalidade alta",54,Two year,Fiber optic,79.95,4362.05,Bank transfer (automatic),Yes,Male,0,Yes,Yes
3399,6506-EYCNH,5.2,Baixo,Contrato mensal,28,Month-to-month,No,19.55,543.8,Bank transfer (automatic),Yes,Female,0,Yes,Yes
3400,8821-KVZKQ,5.2,Baixo,—,70,One year,DSL,58.4,4113.15,Bank transfer (automatic),Yes,Female,0,Yes,Yes
